"Survey Number","Name of State / UT","Latitude","Longitude","Class","Owner"
"825","Chandigarh","30.7333","76.7794","Residential Area","Aria Verma"
"280","Chhattisgarh","21.2787","81.8661","Agricultural Area","Arihant Agarwal"
"526","Delhi","28.7041","77.1025","Non-Agricultural","Ariya Batra"
"500","Goa","15.2993","74.124","Residential Area","Arnav Chopra"
"740","Gujarat","22.2587","71.1924","Non-Agricultural","Arya Das"
"800","Haryana","29.0588","76.0856","Residential Area","Avyukt Gupta"
"161","Himachal Pradesh","31.1048","77.1734","Non-Agricultural","Bhavya Jain"
"173","Jammu and Kashmir","33.7782","76.5762","Agricultural Area","Chahat Kapoor"
"396","Jharkhand","23.6102","85.2799","Residential Area","Daksh Khan"
"682","Karnataka","15.3173","75.7139","Non-Agricultural","Darsh Mehta"
"329","Kerala","10.8505","76.2711","Non-Agricultural","Dev Patel"
"277","Ladakh","34.2996","78.2932","Residential Area","Dhriti Rai"
"334","Madhya Pradesh","22.9734","78.6569","Non-Agricultural","Divit Reddy"
"128","Maharashtra","19.7515","75.7139","Non-Agricultural","Eesha Sharma"
"716","Manipur","24.6637","93.9063","Non-Agricultural","Ekansh Singh"
"627","Meghalaya","25.467","91.3662","Non-Agricultural","Falaq Verma"
"477","Mizoram","23.1645","92.9376","Non-Agricultural","Garima Yadav"
"925","Odisha","20.9517","85.0985","Agricultural Area","Gauri Agarwal"
"658","Puducherry","11.9416","79.8083","Agricultural Area","Himanshi B"
"456","Punjab","31.1471","75.3412","Residential Area","Punjabi Munddi"
"951","Rajasthan","27.0238","74.2179","Non-Agricultural","hatia"
"746","Tamil Nadu","11.1271","78.6569","Non-Agricultural","Inaaya Chopra"
"755","Telengana","18.1124","79.0193","Residential Area","Ishan Das"
"194","Tripura","23.9408","91.9882","Residential Area","Ishita Gupta"
"171","Uttar Pradesh","26.8467","80.9462","Residential Area","Ivaan Jain"
"826","Uttarakhand","30.0668","79.0193","Non-Agricultural","Jai Kapoor"
"506","West Bengal","22.9868","87.855","Non-Agricultural","Kaavya Kumar"
"308","Andaman and Nicobar Islands","11.7401","92.6586","Non-Agricultural","Kavya Malhotra"
"322","Andhra Pradesh","15.9129","79.74","Non-Agricultural","Kiara Mehta"
"603","Arunachal Pradesh","28.218","94.7278","Agricultural Area","Krisha Nair"
"174","Assam","26.2006","92.9376","Non-Agricultural","Laksh Patel"
"321","Bihar","25.0961","85.3131","Agricultural Area","Lisha Prasad"
"165","Chandigarh","30.7333","76.7794","Non-Agricultural","Maanvi Raj"
"183","Chhattisgarh","21.2787","81.8661","Non-Agricultural","Maitreyi Shah"
"406","Delhi","28.7041","77.1025","Agricultural Area","Manan Sharma"
"611","Goa","15.2993","74.124","Agricultural Area","Myra Singh"
"236","Gujarat","22.2587","71.1924","Residential Area","Naisha Verma"
"132","Haryana","29.0588","76.0856","Agricultural Area","Navya Yadav"
"301","Himachal Pradesh","31.1048","77.1734","Non-Agricultural","Neev Zakaria"
"161","Jammu and Kashmir","33.7782","76.5762","Non-Agricultural","Niharika Ahluwalia"
"872","Jharkhand","23.6102","85.2799","Residential Area","Ojas Balakrishnan"
"658","Karnataka","15.3173","75.7139","Non-Agricultural","Pihu Chandra"
"633","Kerala","10.8505","76.2711","Non-Agricultural","Pranav Das"
"351","Ladakh","34.2996","78.2932","Residential Area","Prisha Gupta"
"397","Madhya Pradesh","22.9734","78.6569","Residential Area","Rahul Jain"
"583","Maharashtra","19.7515","75.7139","Residential Area","Ranveer Kapoor"
"509","Manipur","24.6637","93.9063","Residential Area","Reyansh Kumar"
"447","Meghalaya","25.467","91.3662","Non-Agricultural","Ria Mehta"
"220","Mizoram","23.1645","92.9376","Residential Area","Rishabh Nair"
"659","Odisha","20.9517","85.0985","Non-Agricultural","Rudra Patel"
"293","Puducherry","11.9416","79.8083","Non-Agricultural","Saachi Raj"
"957","Punjab","31.1471","75.3412","Agricultural Area","Saisha Shah"
"633","Rajasthan","27.0238","74.2179","Non-Agricultural","Samaira Singh"
"364","Tamil Nadu","11.1271","78.6569","Agricultural Area","Samridhi Trivedi"
"667","Telengana","18.1124","79.0193","Agricultural Area","Sanaya Vasudevan"
"579","Tripura","23.9408","91.9882","Residential Area","Sarthak Yadav"
"984","Uttar Pradesh","26.8467","80.9462","Residential Area","Savi Yadav"
"685","Uttarakhand","30.0668","79.0193","Residential Area","Shiv Chauhan"
"211","West Bengal","22.9868","87.855","Residential Area","Shloka Chopra"
"391","Andaman and Nicobar Islands","11.7401","92.6586","Agricultural Area","Suhani Deol"
"938","Andhra Pradesh","15.9129","79.74","Agricultural Area","Swara Diwan"
"920","Arunachal Pradesh","28.218","94.7278","Agricultural Area","Tanvi Gupta"
"961","Assam","26.2006","92.9376","Agricultural Area","Trisha Jain"
"880","Bihar","25.0961","85.3131","Non-Agricultural","Uday Kapoor"
"521","Chandigarh","30.7333","76.7794","Non-Agricultural","Urvi Kaur"
"838","Chhattisgarh","21.2787","81.8661","Agricultural Area","Vanya Khan"
"921","Delhi","28.7041","77.1025","Residential Area","Veer Lal"
"445","Goa","15.2993","74.124","Agricultural Area","Vidhi Mehta"
"389","Gujarat","22.2587","71.1924","Non-Agricultural","Vihaan Nair"
"108","Haryana","29.0588","76.0856","Agricultural Area","Vivaan Patel"
"706","Himachal Pradesh","31.1048","77.1734","Non-Agricultural","Vritika Prasad"
"987","Jammu and Kashmir","33.7782","76.5762","Residential Area","Yash Raj"
"257","Jharkhand","23.6102","85.2799","Residential Area","Yuvraj Shah"
"784","Karnataka","15.3173","75.7139","Agricultural Area","Zara Singh"
"519","Kerala","10.8505","76.2711","Residential Area","Arjun Jain"
"269","Ladakh","34.2996","78.2932","Residential Area","Abimanyi jodhi"
"517","Madhya Pradesh","22.9734","78.6569","Non-Agricultural","Aditya Chopra"
"456","Maharashtra","19.7515","75.7139","Residential Area","Alisha Das"
"876","Manipur","24.6637","93.9063","Residential Area","Anika Gupta"
"566","Meghalaya","25.467","91.3662","Agricultural Area","Arjun Jain"
"689","Mizoram","23.1645","92.9376","Non-Agricultural","Ayush Khanna"
"468","Odisha","20.9517","85.0985","Residential Area","Chetan Kumar"
"860","Puducherry","11.9416","79.8083","Residential Area","Deepak Mehta"
"257","Punjab","31.1471","75.3412","Non-Agricultural","Divya Patel"
"885","Rajasthan","27.0238","74.2179","Non-Agricultural","Gaurav Sharma"
"876","Tamil Nadu","11.1271","78.6569","Agricultural Area","Ishaan Singh"
"635","Telengana","18.1124","79.0193","Non-Agricultural","Jasmine Srivastava"
"971","Tripura","23.9408","91.9882","Non-Agricultural","Kavita Trivedi"
"855","Uttar Pradesh","26.8467","80.9462","Residential Area","Mohan Verma"
"748","Uttarakhand","30.0668","79.0193","Agricultural Area","Neha Agarwal"
"264","West Bengal","22.9868","87.855","Agricultural Area","Pooja Bhatia"
"237","Andaman and Nicobar Islands","11.7401","92.6586","Non-Agricultural","Rahul Chopra"
"609","Andhra Pradesh","15.9129","79.74","Agricultural Area","Riya Das"
"852","Arunachal Pradesh","28.218","94.7278","Agricultural Area","Sahil Gupta"
"658","Assam","26.2006","92.9376","Residential Area","Sakshi Jain"
"459","Bihar","25.0961","85.3131","Residential Area","Sanjay Khanna"
"411","Chandigarh","30.7333","76.7794","Residential Area","Shreya Kumar"
"561","Chhattisgarh","21.2787","81.8661","Residential Area","Tanvi Mehta"
"857","Delhi","28.7041","77.1025","Residential Area","Varun Patel"
"454","Goa","15.2993","74.124","Agricultural Area","Yash Sharma"
"384","Gujarat","22.2587","71.1924","Non-Agricultural","Aarav Agarwal"
"197","Haryana","29.0588","76.0856","Agricultural Area","Aarti Bhatia"
"142","Himachal Pradesh","31.1048","77.1734","Agricultural Area","Aditya Chopra"
"763","Jammu and Kashmir","33.7782","76.5762","Residential Area","Alisha Das"
"826","Jharkhand","23.6102","85.2799","Residential Area","Anika Gupta"
"457","Karnataka","15.3173","75.7139","Non-Agricultural","Arjun Jain"
"592","Kerala","10.8505","76.2711","Residential Area","Ayush Khanna"
"931","Ladakh","34.2996","78.2932","Residential Area","Chetan Kumar"
"223","Madhya Pradesh","22.9734","78.6569","Residential Area","Deepak Mehta"
"659","Maharashtra","19.7515","75.7139","Non-Agricultural","Divya Patel"
"714","Manipur","24.6637","93.9063","Residential Area","Gaurav Sharma"
"567","Meghalaya","25.467","91.3662","Agricultural Area","Ishaan Singh"
"649","Mizoram","23.1645","92.9376","Residential Area","Jasmine Srivastava"
"511","Odisha","20.9517","85.0985","Agricultural Area","Kavita Trivedi"
"901","Puducherry","11.9416","79.8083","Residential Area","Mohan Verma"
"392","Punjab","31.1471","75.3412","Residential Area","Neha Agarwal"
"134","Rajasthan","27.0238","74.2179","Residential Area","Pooja Bhatia"
"545","Tamil Nadu","11.1271","78.6569","Agricultural Area","Rahul Chopra"
"398","Telengana","18.1124","79.0193","Residential Area","Riya Das"
"593","Tripura","23.9408","91.9882","Residential Area","Sahil Gupta"
"794","Uttar Pradesh","26.8467","80.9462","Residential Area","Sakshi Jain"
"733","Uttarakhand","30.0668","79.0193","Residential Area","Sanjay Khanna"
"974","West Bengal","22.9868","87.855","Residential Area","Shreya Kumar"
"263","Andaman and Nicobar Islands","11.7401","92.6586","Residential Area","Tanvi Mehta"
"436","Andhra Pradesh","15.9129","79.74","Residential Area","Varun Patel"
"671","Arunachal Pradesh","28.218","94.7278","Agricultural Area","Yash Sharma"
"684","Assam","26.2006","92.9376","Agricultural Area","Aarav Agarwal"
"434","Bihar","25.0961","85.3131","Agricultural Area","Aarti Bhatia"
"870","Chandigarh","30.7333","76.7794","Agricultural Area","Aditya Chopra"
"470","Chhattisgarh","21.2787","81.8661","Agricultural Area","Alisha Das"
"336","Delhi","28.7041","77.1025","Agricultural Area","Anika Gupta"
"330","Goa","15.2993","74.124","Non-Agricultural","Arjun Jain"
"479","Gujarat","22.2587","71.1924","Agricultural Area","Ayush Khanna"
"835","Haryana","29.0588","76.0856","Non-Agricultural","Chetan Kumar"
"245","Himachal Pradesh","31.1048","77.1734","Agricultural Area","Deepak Mehta"
"500","Jammu and Kashmir","33.7782","76.5762","Non-Agricultural","Divya Patel"
"474","Jharkhand","23.6102","85.2799","Agricultural Area","Gaurav Sharma"
"274","Karnataka","15.3173","75.7139","Residential Area","Ishaan Singh"
"681","Kerala","10.8505","76.2711","Agricultural Area","Jasmine Srivastava"
"989","Ladakh","34.2996","78.2932","Residential Area","Kavita Trivedi"
"307","Madhya Pradesh","22.9734","78.6569","Agricultural Area","Mohan Verma"
"959","Maharashtra","19.7515","75.7139","Residential Area","Neha Agarwal"
"451","Manipur","24.6637","93.9063","Non-Agricultural","Pooja Bhatia"
"273","Meghalaya","25.467","91.3662","Non-Agricultural","Rahul Chopra"
"210","Mizoram","23.1645","92.9376","Agricultural Area","Riya Das"
"134","Odisha","20.9517","85.0985","Agricultural Area","Sahil Gupta"
"209","Puducherry","11.9416","79.8083","Agricultural Area","Sakshi Jain"
"166","Punjab","31.1471","75.3412","Non-Agricultural","Sanjay Khanna"
"325","Rajasthan","27.0238","74.2179","Agricultural Area","Shreya Kumar"
"484","Tamil Nadu","11.1271","78.6569","Non-Agricultural","Tanvi Mehta"
"348","Telengana","18.1124","79.0193","Non-Agricultural","Varun Patel"
"894","Tripura","23.9408","91.9882","Non-Agricultural","Yash Sharma"
"433","Uttar Pradesh","26.8467","80.9462","Residential Area","Aarav Agarwal"
"718","Uttarakhand","30.0668","79.0193","Agricultural Area","Aarti Bhatia"
"129","West Bengal","22.9868","87.855","Agricultural Area","Aditya Chopra"
"943","Andaman and Nicobar Islands","11.7401","92.6586","Residential Area","Alisha Das"
"653","Andhra Pradesh","15.9129","79.74","Agricultural Area","Anika Gupta"
"767","Arunachal Pradesh","28.218","94.7278","Residential Area","Arjun Jain"
"926","Assam","26.2006","92.9376","Non-Agricultural","Ayush Khanna"
"348","Bihar","25.0961","85.3131","Agricultural Area","Chetan Kumar"
"122","Chandigarh","30.7333","76.7794","Agricultural Area","Deepak Mehta"
"658","Chhattisgarh","21.2787","81.8661","Agricultural Area","Divya Patel"
"611","Dadra and Nagar Haveli and Daman and Diu","20.1809","73.0169","Residential Area","Gaurav Sharma"
"184","Delhi","28.7041","77.1025","Non-Agricultural","Ishaan Singh"
"104","Goa","15.2993","74.124","Residential Area","Jasmine Srivastava"
"279","Gujarat","22.2587","71.1924","Non-Agricultural","Kavita Trivedi"
"520","Haryana","29.0588","76.0856","Agricultural Area","Mohan Verma"
"467","Himachal Pradesh","31.1048","77.1734","Residential Area","Neha Agarwal"
"679","Jammu and Kashmir","33.7782","76.5762","Non-Agricultural","Pooja Bhatia"
"143","Jharkhand","23.6102","85.2799","Non-Agricultural","Rahul Chopra"
"108","Karnataka","15.3173","75.7139","Non-Agricultural","Riya Das"
"538","Kerala","10.8505","76.2711","Non-Agricultural","Sahil Gupta"
"148","Ladakh","34.2996","78.2932","Agricultural Area","Sakshi Jain"
"266","Madhya Pradesh","22.9734","78.6569","Agricultural Area","Sanjay Khanna"
"857","Maharashtra","19.7515","75.7139","Non-Agricultural","Shreya Kumar"
"626","Manipur","24.6637","93.9063","Residential Area","Tanvi Mehta"
"533","Meghalaya","25.467","91.3662","Residential Area","Varun Patel"
"987","Mizoram","23.1645","92.9376","Non-Agricultural","Yash Sharma"
"255","Odisha","20.9517","85.0985","Agricultural Area","Aarav Agarwal"
"922","Puducherry","11.9416","79.8083","Agricultural Area","Aarti Bhatia"
"821","Punjab","31.1471","75.3412","Residential Area","Aditya Chopra"
"135","Rajasthan","27.0238","74.2179","Agricultural Area","Alisha Das"
"231","Tamil Nadu","11.1271","78.6569","Residential Area","Anika Gupta"
"894","Telengana","18.1124","79.0193","Non-Agricultural","Arjun Jain"
"541","Tripura","23.9408","91.9882","Non-Agricultural","Ayush Khanna"
"765","Uttar Pradesh","26.8467","80.9462","Agricultural Area","Chetan Kumar"
"141","Uttarakhand","30.0668","79.0193","Agricultural Area","Deepak Mehta"
"221","West Bengal","22.9868","87.855","Non-Agricultural","Divya Patel"
"793","Andaman and Nicobar Islands","11.7401","92.6586","Residential Area","Gaurav Sharma"
"561","Andhra Pradesh","15.9129","79.74","Residential Area","Ishaan Singh"
"137","Arunachal Pradesh","28.218","94.7278","Non-Agricultural","Jasmine Srivastava"
"572","Assam","26.2006","92.9376","Agricultural Area","Kavita Trivedi"
"797","Bihar","25.0961","85.3131","Non-Agricultural","Mohan Verma"
"601","Chandigarh","30.7333","76.7794","Agricultural Area","Neha Agarwal"
"342","Chhattisgarh","21.2787","81.8661","Residential Area","Pooja Bhatia"
"453","Dadra and Nagar Haveli and Daman and Diu","20.1809","73.0169","Non-Agricultural","Rahul Chopra"
"824","Delhi","28.7041","77.1025","Residential Area","Riya Das"
"663","Goa","15.2993","74.124","Agricultural Area","Sahil Gupta"
"738","Gujarat","22.2587","71.1924","Non-Agricultural","Sakshi Jain"
"991","Haryana","29.0588","76.0856","Residential Area","Sanjay Khanna"
"110","Himachal Pradesh","31.1048","77.1734","Residential Area","Aarav Agarwal"
"712","Jammu and Kashmir","33.7782","76.5762","Non-Agricultural","Aarti Bhatia"
"482","Jharkhand","23.6102","85.2799","Residential Area","Aditya Chopra"
"386","Karnataka","15.3173","75.7139","Residential Area","Alisha Das"
"723","Kerala","10.8505","76.2711","Residential Area","Anika Gupta"
"545","Ladakh","34.2996","78.2932","Residential Area","Arjun Jain"
"971","Madhya Pradesh","22.9734","78.6569","Residential Area","Ayush Khanna"
"471","Maharashtra","19.7515","75.7139","Residential Area","Chetan Kumar"
"287","Manipur","24.6637","93.9063","Non-Agricultural","Deepak Mehta"
"287","Meghalaya","25.467","91.3662","Residential Area","Divya Patel"
"226","Mizoram","23.1645","92.9376","Non-Agricultural","Gaurav Sharma"
"503","Odisha","20.9517","85.0985","Non-Agricultural","Ishaan Singh"
"192","Puducherry","11.9416","79.8083","Agricultural Area","Jasmine Srivastava"
"978","Punjab","31.1471","75.3412","Non-Agricultural","Kavita Trivedi"
"421","Rajasthan","27.0238","74.2179","Non-Agricultural","Mohan Verma"
"369","Tamil Nadu","11.1271","78.6569","Residential Area","Neha Agarwal"
"621","Telengana","18.1124","79.0193","Residential Area","Pooja Bhatia"
"738","Tripura","23.9408","91.9882","Non-Agricultural","Rahul Chopra"
"378","Uttar Pradesh","26.8467","80.9462","Residential Area","Riya Das"
"511","Uttarakhand","30.0668","79.0193","Residential Area","Sahil Gupta"
"154","West Bengal","22.9868","87.855","Agricultural Area","Sakshi Jain"
"496","Andaman and Nicobar Islands","11.7401","92.6586","Agricultural Area","Sanjay Khanna"
"396","Andhra Pradesh","15.9129","79.74","Non-Agricultural","Shreya Kumar"
"722","Arunachal Pradesh","28.218","94.7278","Non-Agricultural","Tanvi Mehta"
"704","Assam","26.2006","92.9376","Residential Area","Varun Patel"
"107","Bihar","25.0961","85.3131","Residential Area","Yash Sharma"
"276","Chandigarh","30.7333","76.7794","Agricultural Area","Aarav Agarwal"
"239","Chhattisgarh","21.2787","81.8661","Non-Agricultural","Aarti Bhatia"
"639","Dadra and Nagar Haveli and Daman and Diu","20.1809","73.0169","Residential Area","Aditya Chopra"
"573","Delhi","28.7041","77.1025","Residential Area","Alisha Das"
"874","Goa","15.2993","74.124","Residential Area","Anika Gupta"
"737","Gujarat","22.2587","71.1924","Agricultural Area","Arjun Jain"
"221","Haryana","29.0588","76.0856","Residential Area","Ayush Khanna"
"490","Himachal Pradesh","31.1048","77.1734","Residential Area","Chetan Kumar"
"673","Jammu and Kashmir","33.7782","76.5762","Non-Agricultural","Deepak Mehta"
"810","Jharkhand","23.6102","85.2799","Non-Agricultural","Divya Patel"
"229","Karnataka","15.3173","75.7139","Non-Agricultural","Gaurav Sharma"
"825","Kerala","10.8505","76.2711","Residential Area","Ishaan Singh"
"656","Ladakh","34.2996","78.2932","Residential Area","Jasmine Srivastava"
"538","Madhya Pradesh","22.9734","78.6569","Residential Area","Kavita Trivedi"
"443","Maharashtra","19.7515","75.7139","Non-Agricultural","Mohan Verma"
"511","Manipur","24.6637","93.9063","Agricultural Area","Neha Agarwal"
"960","Meghalaya","25.467","91.3662","Non-Agricultural","Pooja Bhatia"
"617","Mizoram","23.1645","92.9376","Agricultural Area","Rahul Chopra"
